Date,Close,High,Low,Open,Volume
1986-03-13,0.05959761515259743,0.06225867105140881,0.0542767273770207,0.0542767273770207,1031788800
1986-03-14,0.061725955456495285,0.06279074476722042,0.05959760085679742,0.05959760085679742,308160000
1986-03-17,0.06279074400663376,0.06332283265011301,0.061725954708806444,0.061725954708806444,133171200
1986-03-18,0.061193861067295074,0.06332282747819674,0.06066177246727436,0.06279073887817603,67766400
1986-03-19,0.06012969836592674,0.06172596455088591,0.059597609637607026,0.06119387582256619,47894400
1986-03-20,0.0585334450006485,0.06012971153521339,0.058001356155793535,0.06012971153521339,58435200
1986-03-21,0.056937165558338165,0.059597609179486206,0.05587298810987895,0.05853343173102699,59990400
1986-03-24,0.05534089356660843,0.05693715957145144,0.05480880489832743,0.05693715957145144,65289600
1986-03-25,0.05640507489442825,0.05640507489442825,0.05480880877663247,0.0553408974825644,32083200
1986-03-26,0.05800134316086769,0.0585334318865107,0.05587298825829566,0.056405076983938665,22752000
1986-03-27,0.059065524488687515,0.059065524488687515,0.05800134696755838,0.05800134696755838,16848000
1986-03-31,0.0585334450006485,0.05906553384550346,0.05746926731093857,0.05906553384550346,12873600
1986-04-01,0.05800134316086769,0.0585334318865107,0.05800134316086769,0.0585334318865107,11088000
1986-04-02,0.0585334450006485,0.059597622690358426,0.058001356155793535,0.058001356155793535,27014400
1986-04-03,0.059065524488687515,0.06066179077038121,0.059065524488687515,0.059065524488687515,23040000
1986-04-04,0.059065524488687515,0.05959761324925208,0.059065524488687515,0.059065524488687515,26582400
1986-04-07,0.05800134316086769,0.05959760933779672,0.056937165709581676,0.059065520612153706,16560000
1986-04-08,0.0585334450006485,0.059597622690358426,0.058001356155793535,0.058001356155793535,10252800
1986-04-09,0.05959761515259743,0.0601297039301551,0.05853343759748208,0.05853343759748208,12153600
1986-04-10,0.06012969836592674,0.06066178709424647,0.058533432180967584,0.059597609637607026,13881600
1986-04-11,0.061193861067295074,0.06225865027815532,0.06066177246727436,0.06066177246727436,17222400
1986-04-14,0.061725955456495285,0.06225865611729596,0.06119386680657082,0.06119386680657082,12153600
1986-04-15,0.061725955456495285,0.061725955456495285,0.05959760085679742,0.061725955456495285,9302400
1986-04-16,0.06385491043329239,0.06438699898627522,0.06119385565761353,0.06172594421059636,31910400
1986-04-17,0.0643870159983635,0.0643870159983635,0.06385492730479425,0.06385492730479425,22003200
1986-04-18,0.06225866451859474,0.06438701940549672,0.06172596378591044,0.06438701940549672,21628800
1986-04-21,0.06225866451859474,0.06279075324032024,0.060661786342459445,0.06225866451859474,22924800
1986-04-22,0.061193861067295074,0.06225865027815532,0.061193861067295074,0.06225865027815532,15552000
1986-04-23,0.061459917575120926,0.061725964221484034,0.0606617867705236,0.061193875496003816,15609600
1986-04-24,0.06757956743240356,0.06864374512302872,0.061193889277551726,0.0614599314165845,62352000
1986-04-25,0.07183688133955002,0.07476337191119108,0.06811164787104737,0.06811164787104737,85795200
